entry_time,exit_time,direction,entry,exit,sl,tp,lot,pnl,r_multiple,bars_held,exit_reason
2022-02-03 09:44:00,2022-02-03 09:59:00,SHORT,1800.0,1791.5,,,0.1,80.5,0.0,53,REV
2022-02-03 09:59:00,2022-02-03 10:04:00,LONG,1791.5,1790.5,,,0.1,-14.5,0.0,12,REV
2022-02-03 10:04:00,2022-02-03 10:04:00,SHORT,1790.5,1792.0,,,0.1,-19.5,0.0,3,REV
2022-02-03 10:04:00,2022-02-03 11:03:00,LONG,1792.0,1802.0,,,0.1,95.5,0.0,82,REV
2022-02-03 11:03:00,2022-02-03 11:09:00,SHORT,1802.0,1803.5,,,0.1,-19.5,0.0,7,REV
2022-02-03 11:09:00,2022-02-03 11:46:00,LONG,1803.5,1805.5,,,0.1,15.5,0.0,34,REV
2022-02-03 11:46:00,2022-02-03 11:48:00,SHORT,1805.5,1806.5,,,0.1,-14.5,0.0,2,REV
2022-02-03 11:48:00,2022-02-03 12:03:00,LONG,1806.5,1806.0,,,0.1,-9.5,0.0,13,REV
2022-02-03 12:03:00,2022-02-03 12:37:00,SHORT,1806.0,1806.0,,,0.1,-4.5,0.0,14,REV
2022-02-03 12:37:00,2022-02-03 12:38:00,LONG,1806.0,1805.5,,,0.1,-9.5,0.0,1,REV
2022-02-03 12:38:00,2022-02-03 14:05:00,SHORT,1805.5,1805.5,,,0.1,-4.5,0.0,20,REV
2022-02-03 14:05:00,2022-02-03 16:57:00,LONG,1805.5,1804.5,,,0.1,-14.5,0.0,22,REV
2022-02-03 16:57:00,2022-02-03 18:49:00,SHORT,1804.5,1806.0,,,0.1,-19.5,0.0,7,REV
2022-02-03 18:49:00,2022-02-04 02:38:00,LONG,1806.0,1807.0,,,0.1,5.5,0.0,42,REV
2022-02-04 02:38:00,2022-02-04 03:16:00,SHORT,1807.0,1808.0,,,0.1,-14.5,0.0,14,REV
2022-02-04 03:16:00,2022-02-04 06:20:00,LONG,1808.0,1811.5,,,0.1,30.5,0.0,51,REV
2022-02-04 06:20:00,2022-02-04 07:34:00,SHORT,1811.5,1811.5,,,0.1,-4.5,0.0,22,REV
2022-02-04 07:34:00,2022-02-04 08:02:00,LONG,1811.5,1810.5,,,0.1,-14.5,0.0,8,REV
2022-02-04 08:02:00,2022-02-04 08:04:00,SHORT,1810.5,1811.5,,,0.1,-14.5,0.0,2,REV
2022-02-04 08:04:00,2022-02-04 08:30:00,LONG,1811.5,1812.5,,,0.1,5.5,0.0,24,REV
2022-02-04 08:30:00,2022-02-04 08:47:00,SHORT,1812.5,1799.0,,,0.1,130.5,0.0,79,REV
2022-02-04 08:47:00,2022-02-04 08:51:00,LONG,1799.0,1797.5,,,0.1,-19.5,0.0,11,REV
2022-02-04 08:51:00,2022-02-04 09:04:00,SHORT,1797.5,1796.0,,,0.1,10.5,0.0,39,REV
2022-02-04 09:04:00,2022-02-04 09:07:00,LONG,1796.0,1794.0,,,0.1,-24.5,0.0,6,REV
2022-02-04 09:07:00,2022-02-04 09:07:00,SHORT,1794.0,1795.5,,,0.1,-19.5,0.0,3,REV
2022-02-04 09:07:00,2022-02-04 09:20:00,LONG,1795.5,1801.0,,,0.1,50.5,0.0,31,REV
2022-02-04 09:20:00,2022-02-04 09:27:00,SHORT,1801.0,1802.5,,,0.1,-19.5,0.0,9,REV
2022-02-04 09:27:00,2022-02-04 09:28:00,LONG,1802.5,1800.5,,,0.1,-24.5,0.0,4,REV
2022-02-04 09:28:00,2022-02-04 09:36:00,SHORT,1800.5,1801.5,,,0.1,-14.5,0.0,12,REV
2022-02-04 09:36:00,2022-02-04 09:52:00,LONG,1801.5,1804.5,,,0.1,25.5,0.0,30,REV
2022-02-04 09:52:00,2022-02-04 10:00:00,SHORT,1804.5,1805.0,,,0.1,-9.5,0.0,13,REV
2022-02-04 10:00:00,2022-02-04 10:11:00,LONG,1805.0,1806.5,,,0.1,10.5,0.0,25,REV
2022-02-04 10:11:00,2022-02-04 10:20:00,SHORT,1806.5,1807.5,,,0.1,-14.5,0.0,12,REV
2022-02-04 10:20:00,2022-02-04 10:28:00,LONG,1807.5,1807.0,,,0.1,-9.5,0.0,11,REV
2022-02-04 10:28:00,2022-02-04 10:33:00,SHORT,1807.0,1808.0,,,0.1,-14.5,0.0,8,REV
2022-02-04 10:33:00,2022-02-04 10:41:00,LONG,1808.0,1806.5,,,0.1,-19.5,0.0,9,REV
2022-02-04 10:41:00,2022-02-04 11:09:00,SHORT,1806.5,1805.0,,,0.1,10.5,0.0,29,REV
2022-02-04 11:09:00,2022-02-04 11:23:00,LONG,1805.0,1804.0,,,0.1,-14.5,0.0,10,REV
2022-02-04 11:23:00,2022-02-04 11:33:00,SHORT,1804.0,1805.0,,,0.1,-14.5,0.0,8,REV
2022-02-04 11:33:00,2022-02-04 13:01:00,LONG,1805.0,1806.0,,,0.1,5.5,0.0,28,REV
2022-02-04 13:01:00,2022-02-04 13:34:00,SHORT,1806.0,1807.5,,,0.1,-19.5,0.0,5,REV
2022-02-04 13:34:00,2022-02-04 13:39:00,LONG,1807.5,1806.5,,,0.1,-14.5,0.0,2,REV
2022-02-04 13:39:00,2022-02-04 14:06:00,SHORT,1806.5,1808.0,,,0.1,-19.5,0.0,5,REV
2022-02-04 14:06:00,2022-02-04 14:33:00,LONG,1808.0,1806.0,,,0.1,-24.5,0.0,6,REV
2022-02-04 14:33:00,2022-02-04 15:33:00,SHORT,1806.0,1807.5,,,0.1,-19.5,0.0,9,REV
2022-02-04 15:33:00,2022-02-06 20:07:00,LONG,1807.5,1812.5,,,0.1,45.5,0.0,64,REV
2022-02-06 20:07:00,2022-02-06 21:53:00,SHORT,1812.5,1810.5,,,0.1,15.5,0.0,38,REV
2022-02-06 21:53:00,2022-02-06 22:29:00,LONG,1810.5,1810.0,,,0.1,-9.5,0.0,5,REV
2022-02-06 22:29:00,2022-02-06 22:51:00,SHORT,1810.0,1810.5,,,0.1,-9.5,0.0,1,REV
2022-02-06 22:51:00,2022-02-07 00:33:00,LONG,1810.5,1809.5,,,0.1,-14.5,0.0,8,REV
2022-02-07 00:33:00,2022-02-07 01:02:00,SHORT,1809.5,1810.5,,,0.1,-14.5,0.0,2,REV
2022-02-07 01:02:00,2022-02-07 01:05:00,LONG,1810.5,1810.0,,,0.1,-9.5,0.0,1,REV
2022-02-07 01:05:00,2022-02-07 01:06:00,SHORT,1810.0,1810.5,,,0.1,-9.5,0.0,1,REV
2022-02-07 01:06:00,2022-02-07 01:32:00,LONG,1810.5,1809.5,,,0.1,-14.5,0.0,4,REV
2022-02-07 01:32:00,2022-02-07 02:05:00,SHORT,1809.5,1810.5,,,0.1,-14.5,0.0,10,REV
2022-02-07 02:05:00,2022-02-07 03:17:00,LONG,1810.5,1811.5,,,0.1,5.5,0.0,24,REV
2022-02-07 03:17:00,2022-02-07 03:42:00,SHORT,1811.5,1812.0,,,0.1,-9.5,0.0,11,REV
2022-02-07 03:42:00,2022-02-07 04:14:00,LONG,1812.0,1812.0,,,0.1,-4.5,0.0,12,REV
2022-02-07 04:14:00,2022-02-07 04:17:00,SHORT,1812.0,1813.0,,,0.1,-14.5,0.0,2,REV
2022-02-07 04:17:00,2022-02-07 04:31:00,LONG,1813.0,1811.5,,,0.1,-19.5,0.0,5,REV
2022-02-07 04:31:00,2022-02-07 06:26:00,SHORT,1811.5,1812.5,,,0.1,-14.5,0.0,22,REV
2022-02-07 06:26:00,2022-02-07 08:34:00,LONG,1812.5,1815.0,,,0.1,20.5,0.0,45,REV
2022-02-07 08:34:00,2022-02-07 09:03:00,SHORT,1815.0,1815.0,,,0.1,-4.5,0.0,28,REV
2022-02-07 09:03:00,2022-02-07 09:35:00,LONG,1815.0,1814.0,,,0.1,-14.5,0.0,20,REV
2022-02-07 09:35:00,2022-02-07 09:56:00,SHORT,1814.0,1815.0,,,0.1,-14.5,0.0,20,REV
2022-02-07 09:56:00,2022-02-07 10:00:00,LONG,1815.0,1813.5,,,0.1,-19.5,0.0,9,REV
2022-02-07 10:00:00,2022-02-07 10:21:00,SHORT,1813.5,1814.0,,,0.1,-9.5,0.0,19,REV
2022-02-07 10:21:00,2022-02-07 10:52:00,LONG,1814.0,1814.5,,,0.1,0.5,0.0,19,REV
2022-02-07 10:52:00,2022-02-07 11:00:00,SHORT,1814.5,1815.5,,,0.1,-14.5,0.0,2,REV
2022-02-07 11:00:00,2022-02-07 11:12:00,LONG,1815.5,1814.5,,,0.1,-14.5,0.0,4,REV
2022-02-07 11:12:00,2022-02-07 11:25:00,SHORT,1814.5,1816.0,,,0.1,-19.5,0.0,5,REV
2022-02-07 11:25:00,2022-02-07 15:46:00,LONG,1816.0,1821.0,,,0.1,45.5,0.0,44,REV
2022-02-07 15:46:00,2022-02-07 19:55:00,SHORT,1821.0,1821.5,,,0.1,-9.5,0.0,11,REV
2022-02-07 19:55:00,2022-02-07 19:57:00,LONG,1821.5,1821.0,,,0.1,-9.5,0.0,1,REV
2022-02-07 19:57:00,2022-02-07 20:34:00,SHORT,1821.0,1821.5,,,0.1,-9.5,0.0,5,REV
2022-02-07 20:34:00,2022-02-08 00:03:00,LONG,1821.5,1821.0,,,0.1,-9.5,0.0,21,REV
2022-02-08 00:03:00,2022-02-08 03:08:00,SHORT,1821.0,1818.0,,,0.1,25.5,0.0,34,REV
